Groupe1;Groupe2;Perimetre;CFParent;CF;Label;Societe
Recherche;AARN;1010;AARN;R41AARN;UPR 9002;1010
Recherche;BSIC;1010;RCH;BSIC;UMR 7242;1010
Recherche;BSIC;1010;BSIC;R41BSIC;UMR 7242;1010
Recherche;GMGM;1010;RCH;GMGM;UMR 7156;1010
Recherche;GMGM;1010;GMGM;R41GMGM;UMR 7156;1010
Recherche;GMGM;1010;R41GMGM;R41GMGME01;UMR 7156 EQ 1;1010
Recherche;GMGM;1010;R41GMGM;R41GMGME04;UMR 7156 EQ 4;1010
Recherche;IBMP;1010;RCH;IBMP;UPR 2357;1010
Recherche;IBMP;1010;IBMP;R41IBMP;UPR 2357;1010
Recherche;MCPN;1010;RCH;MCPN;UMR_S 1118;1010
Recherche;MCPN;1010;MCPN;R41MCPN;UMR_S 1118;1010
Recherche;PVIE;1010;RCH;PVIE;PLATEFORME VIE;1010
Recherche;PVIE;1010;PVIE;R41PVIE;PLATEFORME VIE;1010
Recherche;RIDI;1010;RCH;RIDI;UPR 9022;1010
Recherche;RIDI;1010;RIDI;R41RIDI;UPR 9022;1010
Recherche;SVQV;1010;RCH;SVQV;UMR_A 1131;1010
Recherche;SVQV;1010;SVQV;R41SVQV;UMR_A 1131;1010
Recherche;ANMD;1010;RCH;ANMD;ANIMALERIE MEDECINE;1010
Recherche;ANMD;1010;ANMD;R42ANMD;ANIMALERIE MEDECINE;1010
Recherche;ANPH;1010;RCH;ANPH;ANIMALERIE PHA;1010
Recherche;ANPH;1010;ANPH;R42ANPH;ANIMALERIE PHA;1010
Recherche;BCYT;1010;RCH;BCYT;UPS 1401;1010
Recherche;BCYT;1010;BCYT;R42BCYT;UPS 1401;1010
Recherche;BMAT;1010;RCH;BMAT;UMR_S 1121;1010
Recherche;BMAT;1010;BMAT;R42BMAT;UMR_S 1121;1010
Recherche;BMNS;1010;RCH;BMNS;UMR_S 1119;1010
Recherche;BMNS;1010;BMNS;R42BMNS;UMR_S 1119;1010
Recherche;BPPS;1010;RCH;BPPS;UMR_S 949;1010
Recherche;BPPS;1010;BPPS;R42BPPS;UMR_S 949;1010
Recherche;CAMB;1010;RCH;CAMB;UMR 7199;1010
Recherche;CAMB;1010;CAMB;R42CAMB;UMR 7199;1010
Recherche;CI2N;1010;RCH;CI2N;UMS 3489;1010
Recherche;CI2N;1010;CI2N;R42CI2N;UMS 3489;1010
Recherche;DIAT;1010;RCH;DIAT;EA 7294;1010
Recherche;DIAT;1010;DIAT;R42DIAT;EA 7294;1010
Recherche;DIHP;1010;RCH;DIHP;EA 7292;1010
Recherche;DIHP;1010;DIHP;R42DIHP;EA 7292;1010
Recherche;FMED;1010;RCH;FMED;MED FEDERAT RECH;1010
Recherche;FMED;1010;FMED;R42FMED;MED FEDERAT RECH;1010
Recherche;FMTR;1010;RCH;FMTR;FMTS FED RCH MED;1010
Recherche;FMTR;1010;FMTR;R42FMTR;FMTS FED RCH MED;1010
Recherche;ICTH;1010;RCH;ICTH;UPR 9021;1010
Recherche;ICTH;1010;ICTH;R42ICTH;UPR 9021;1010
Recherche;IGBM;1010;RCH;IGBM;UMR 7104;1010
Recherche;IGBM;1010;IGBM;R42IGBM;UMR 7104;1010
Recherche;IMVH;1010;RCH;IMVH;UMR_S 1110;1010
Recherche;IMVH;1010;IMVH;R42IMVH;UMR_S 1110;1010
Recherche;INCI;1010;RCH;INCI;UPR 3212;1010
Recherche;INCI;1010;INCI;R42INCI;UPR 3212;1010
Recherche;IRHM;1010;RCH;IRHM;UMR_S 1109;1010
Recherche;IRHM;1010;IRHM;R42IRHM;UMR_S 1109;1010
Recherche;LBPH;1010;RCH;LBPH;UMR 7213;1010
Recherche;LBPH;1010;LBPH;R42LBPH;UMR 7213;1010
Recherche;LGMO;1010;RCH;LGMO;UMR_S 1112;1010
Recherche;LGMO;1010;LGMO;R42LGMO;UMR_S 1112;1010
Recherche;LITH;1010;RCH;LITH;UMR 7200;1010
Recherche;LITH;1010;LITH;R42LITH;UMR 7200;1010
Recherche;LNPC;1010;RCH;LNPC;EA 7296;1010
Recherche;LNPC;1010;LNPC;R42LNPC;EA 7296;1010
Recherche;MSOP;1010;RCH;MSOP;EA 3072;1010
Recherche;MSOP;1010;MSOP;R42MSOP;EA 3072;1010
Recherche;NCPS;1010;RCH;NCPS;UMR_S 1114;1010
Recherche;NCPS;1010;NCPS;R42NCPS;UMR_S 1114;1010
Recherche;PCBI;1010;RCH;PCBI;UMS 3286;1010
Recherche;PCBI;1010;PCBI;R42PCBI;UMS 3286;1010
Recherche;PIQP;1010;RCH;PIQP;IMAGERIE QUANT PHA;1010
Recherche;PIQP;1010;PIQP;R42PIQP;IMAGERIE QUANT PHA;1010
Recherche;PMED;1010;RCH;PMED;PLATEFORME MED IIV;1010
Recherche;PMED;1010;PMED;R42PMED;PLATEFORME MED IIV;1010
Recherche;PPHA;1010;RCH;PPHA;PLATEFORME PHA;1010
Recherche;PPHA;1010;PPHA;R42PPHA;PLATEFORME PHA;1010
Recherche;DIRE;1010;DIRE;R42PRCH01;CONTRAT RCH 1;1010
Recherche;DIRE;1010;DIRE;R42PRCH02;CONTRAT RCH 2;1010
Recherche;DIRE;1010;DIRE;R42PRCH03;CONTRAT RCH 3;1010
Recherche;PTMA;1010;RCH;PTMA;EA 3430;1010
Recherche;PTMA;1010;PTMA;R42PTMA;EA 3430;1010
Recherche;PTMA;1010;R42PTMA;R42PTMAE01;EA 3430 EQ01;1010
Recherche;PTMA;1010;R42PTMA;R42PTMAE02;EA 3430 EQ02;1010
Recherche;PTMA;1010;R42PTMA;R42PTMAE03;EA 3430 EQ03;1010
Recherche;PTMA;1010;R42PTMA;R42PTMAE04;EA 3430 EQ04;1010
Recherche;PTMA;1010;R42PTMA;R42PTMAE05;EA 3430 EQ05;1010
Recherche;SVTT;1010;RCH;SVTT;EA 7293;1010
Recherche;SVTT;1010;SVTT;R42SVTT;EA 7293;1010
Recherche;TOXI;1010;RCH;TOXI;TOXICOLOGIE MEDECINE;1010
Recherche;TOXI;1010;TOXI;R42TOXI;TOXICOLOGIE MEDECINE;1010
Recherche;VIBP;1010;RCH;VIBP;EA 7290;1010
Recherche;VIBP;1010;VIBP;R42VIBP;EA 7290;1010
Recherche;VIBP;1010;R42VIBP;R42VIBPE01;EA 7290 EQ 01;1010
Recherche;VIBP;1010;R42VIBP;R42VIBPE02;EA 7290 EQ 02;1010
Recherche;VSDS;1010;RCH;VSDS;UMR_S 1113;1010
Recherche;VSDS;1010;VSDS;R42VSDS;UMR_S 1113;1010
Recherche;SPSS;1010;RCH;SPSS;EA 1342;1010
Recherche;SPSS;1010;SPSS;R44SPSS;EA 1342;1010
Recherche;JC;1010;JC;R4JCSVIV;JC SCIENCE VIVANT;1010
Recherche;DIRE;1010;DIRE;R50CALS;CENTRE CALCUL SC;1010
Recherche;ED;1010;ED;R50CED;COLLEGE DES ED;1010
Recherche;DIRE;1010;DIRE;R50COMRCH;COMMISSION RCH;1010
Recherche;DIRE;1010;DIRE;R50CRYO;CRYOGENIE;1010
Recherche;DIRE;1010;DIRE;R50FAS;FONDS AUTO ASSURAN;1010
Recherche;DIRE;1010;DIRE;R50PRCH;PLURIDISCIPLINAIRE;1010
Recherche;DIRE;1010;DIRE;R50PROJ;PROJETS;1010
Recherche;DIRE;1010;1010;RCH;RECHERCHE;1010
Recherche;DIRE;1010;RCH;DIRE;DIRE;1010
Recherche;DIRE;1010;DIRE;RIDEXATTR ;ATTRACTIVITE;1010
Recherche;DIRE;1010;DIRE;RIDEXIEAS ;USIAS;1010
Recherche;DIRE;1010;DIRE;RIDEXIPDP ;INTERNATIONAL PHD;1010
Services Communs;SAS;1010;SCC;SAS;SUAPS;1010
Services Communs;SAS;1010;SAS;SAS1;SAS-LOG IMMO ET SECU;1010
Services Communs;SAS;1010;SAS;SAS2;SAS-PIL ET LOG COMP;1010
Services Communs;SAS;1010;SAS;SAS7;SAS-ACTIVITES;1010
Services communs;Services communs;1010;1010;SCC;SERVICES COMMUNS;1010
Services Communs;SCD;1010;SCC;SCD;SCD;1010
Services Communs;SCD;1010;SCD;SCD1;SCD-LOG IMMO ET SEC;1010
Services Communs;SCD;1010;SCD;SCD2;SCD-PIL ET LOG ADM;1010
Services Communs;SCD;1010;SCD2;SCD2E;SCD-URFIST;1010
Services Communs;SCD;1010;SCD2;SCD2SITE;SCD-SITE;1010
Services Communs;SCD;1010;SCD;SCD8BIBB;SCD-DPT SCES SANTE;1010
Services Communs;SCD;1010;SCD;SCD8BIBC;SCD-DPT LSH;1010
Services Communs;SCD;1010;SCD;SCD8BIBD;SCD-DPT SJPEG;1010
Services Communs;SCD;1010;SCD;SCD8DOCE;SCD-DOC ELEC;1010
Services Communs;SCD;1010;SCD;SCD8PEB;SCD-PEB;1010
Services Communs;SCD;1010;SCD;SCD8PERI;SCD-PERIODIQUES;1010
Services Centraux;TRA;1010;1010;SCX;SERVICES CENTRAUX;1010
Composantes;SEG;1010;CPE;SEG;FAC SCES ECO GESTION;1010
Composantes;SEG;1010;SEG;SEG1;SEG-LOG IMMO ET SECU;1010
Composantes;SEG;1010;SEG;SEG2;SEG-PIL ET LOG COMP;1010
Composantes;SEG;1010;SEG;SEG3;SEG-FORM DN;1010
Composantes;SEG;1010;SEG3;SEG3MR1;SEG-T-MR QUALITE FI;1010
Composantes;SEG;1010;SEG3;SEG3MR2;SEG-T-MR PROD LOG IN;1010
Composantes;SEG;1010;SEG3;SEG3MR3;SEG-T-MR GEST JURID;1010
Composantes;SEG;1010;SEG3;SEG3MR4;SEG-T-MR MANAG PROJ;1010
Composantes;SEG;1010;SEG3;SEG3MR5;SEG-T-MR RISQ ASS;1010
Composantes;SEG;1010;SEG3;SEG3MR7;SEG-T-MR MACROECO;1010
Services Communs;SFC;1010;SCC;SFC;SFC;1010
Services Communs;SFC;1010;SFC;SFC1;SFC-LOG IMMO ET SECU;1010
Services Communs;SFC;1010;SFC;SFC2;SFC-PIL ET LOG ADM;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUD1;SFC-DU NIV D SANT;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUD2;SFC-DU NIV D SCIEN;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUD3;SFC-DU NIV D SC HU;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUD4;SFC-DU NIV D DR EC;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUD5;SFC-DU NIV D ARTLV;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUD6;SFC-DU NIV D PLU;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUL1;SFC-DU NIV L SANT;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUL2;SFC-DU NIV L SCIEN;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUL3;SFC-DU NIV L SC HU;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUL4;SFC-DU NIV L DR EC;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUL5;SFC-DU NIV L ARTLV;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUL6;SFC-DU NIV L PLU;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUM1;SFC-DU NIV M SANT;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUM2;SFC-DU NIV M SCIEN;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUM3;SFC-DU NIV M SC HU;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUM4;SFC-DU NIV M DR EC;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUM5;SFC-DU NIV M ARTLV;1010
Services Communs;SFC;1010;SFC4FD;SFC4DUM6;SFC-DU NIV M PLU;1010
Services Communs;SFC;1010;SFC;SFC4FD;SFC-FORM DIPLOMANTE;1010
Services Communs;SFC;1010;SFC;SFC5FND;SFC-FORM NON DIPLO;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDD1;SFC-FND NV D SANT;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDD2;SFC-FND NV D SCIEN;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDD3;SFC-FND NV D SC HU;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDD4;SFC-FND NV D DR EC;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDD5;SFC-FND NV D ARTLV;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDD6;SFC-FND NV D PLU;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDL1;SFC-FND NV L SANT;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDL2;SFC-FND NV L SCIEN;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDL3;SFC-FND NV L SC HU;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDL4;SFC-FND NV L DR EC;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDL5;SFC-FND NV L ARTLV;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDL6;SFC-FND NV L PLU;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDM1;SFC-FND NV M SANT;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDM2;SFC-FND NV M SCIEN;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDM3;SFC-FND NV M SC HU;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDM4;SFC-FND NV M DR EC;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDM5;SFC-FND NV M ARTLV;1010
Services Communs;SFC;1010;SFC5FND;SFC5NDM6;SFC-FND NV M PLU;1010
Services Communs;SFC;1010;SFC;SFC7CPTE;SFC-COMPTE;1010
Services Communs;SFC;1010;SFC;SFCCON;SFC-CONGRES;1010
Services Communs;SFC;1010;SFC;SFCPOL;SFC-POLES;1010
Composantes;SOC;1010;CPE;SOC;FAC SCES SOCIALES;1010
Composantes;SOC;1010;SOC;SOC2;SOC-PIL ET LOG COMP;1010
Composantes;SOC;1010;SOC;SOC3;SOC-FORM DN;1010
Composantes;SOC;1010;SOC3;SOC3CER;SOC-CERIS;1010
Composantes;SOC;1010;SOC3;SOC3DP1;SOC-DP DEMOGRA;1010
Composantes;SOC;1010;SOC3;SOC3DP2;SOC-DP ANTHRO;1010
Composantes;SOC;1010;SOC3;SOC3DP3;SOC-DP SOCIOLOGIE;1010
Composantes;SOC;1010;SOC3;SOC3DP4;SOC-DP URBANISME;1010
Composantes;SOC;1010;SOC3;SOC3DP5;SOC-DP POLEMO;1010
Services Centraux;SRA;1010;SCX;SRA;ALUMNI;1010
Services Centraux;SRA;1010;SRA;SRAFCT;ALU-FONCT ALUMNI;1010
Services Centraux;SVU;1010;SCX;SVU;VIE UNIVERSITAIRE;1010
Services Centraux;SVU;1010;SVU;SVUACT;SVU-ACTIONS CULT;1010
Services Centraux;SVU;1010;SVU;SVUAGO;SVU-AGORA;1010
Services Centraux;SVU;1010;SVU;SVUCAR;SVU-CARTE CULTURE;1010
Services Centraux;SVU;1010;SVU;SVUHAN;SVU-MISSION HANDICAP;1010
Services Centraux;SVU;1010;SVU;SVUSUM;SVU-SUMPS;1010
Services Centraux;SVU;1010;SVU;SVUSD;SVU-SCHEMA DIR;1010
Composantes;THC;1010;CPE;THC;INSTT THEO CATHO;1010
Composantes;THC;1010;THC;THC2;THC-PIL ET LOG COMP;1010
Composantes;THC;1010;THC;THC3;THC-FORM DN;1010
Composantes;THC;1010;THC;THC4;THC-FORM DU;1010
Composantes;THC;1010;THC;THC5;THC-FORM NON DIPLOM;1010
Composantes;THC;1010;THC;THC8;THC-BIBLIOTHEQUES;1010
Composantes;THP;1010;CPE;THP;INSTT THEO PROTEST;1010
Composantes;THP;1010;THP;THP2;THP-PIL ET LOG COMP;1010
Composantes;THP;1010;THP;THP3;THP-FORM DN;1010
Composantes;THP;1010;THP;THP4;THP-FORM DU;1010
Composantes;THP;1010;THP;THP5;THP-FORM NON DIPLOM;1010
Composantes;THP;1010;THP;THP8;THP-BIBLIOTHEQUES;1010
Services Centraux;TRA;1010;SCX;TRA;ACTIONS TRANSVERSES;1010
Services Centraux;TRA;1010;TRA;TRAAMOR;TRA-AMORTISSEMENTS;1010
Services Centraux;TRA;1010;TRA;TRACMS;TRA-CARTE MULTISERV;1010
Services Centraux;TRA;1010;TRA;TRADOU;TRA-TVX DOUVES;1010
Services Centraux;TRA;1010;TRA;TRAIA;TRA-INV AVENIR;1010
Services Centraux;TRA;1010;TRA;TRAIDEX;TRA-IDEX FRAIS;1010
Services Centraux;TRA;1010;TRA;TRAJDS;TRA-JDS;1010
Services Centraux;TRA;1010;TRA;TRALABU;TRA-LABOS U;1010
Services Centraux;TRA;1010;TRA;TRANET;TRA-NETTOYAGE;1010
Services Centraux;TRA;1010;TRA;TRAPROV;TRA-PROVISIONS;1010
Services Centraux;TRA;1010;TRA;TRASDN;TRA-SDN;1010
Services Centraux;TRA;1010;TRA;TRATEL;TRA-TELEPHONE;1010
UOH;UOH;1010;1040;UOH;UNIV OUV HUMANITES;1040
UOH;UOH;1010;UOH;UOH2;UOH-PIL ET LOG COMP;1040
UOH;UOH;1010;UOH;UOH5;UOH-FORM NON DIPLOM;1040
UOH;UOH;1010;UOH;UOHAMOR;UOH-AMORTISSEMENTS;1040
VAL;VAL;1010;1020;VALO;SAIC UNISTRA;1020
Composantes;VIE;1010;CPE;VIE;FAC DES SC DE LA VIE;1010
Composantes;VIE;1010;VIE;VIE1;VIE-LOG IMMO ET SECU;1010
Composantes;VIE;1010;VIE1;VIE1B;VIE-LI JARDIN BOTA;1010
Composantes;VIE;1010;VIE;VIE2;VIE-PIL ET LOG COMP;1010
Composantes;VIE;1010;VIE;VIE3;VIE-FORM DN;1010
Composantes;VIE;1010;VIE3;VIE3DP1;VIE-DPT BBM;1010
Composantes;VIE;1010;VIE3;VIE3DP2;VIE-DPT BIO ANI;1010
Composantes;VIE;1010;VIE3;VIE3DP3;VIE-DPT BIO CELL;1010
Composantes;VIE;1010;VIE3;VIE3DP4;VIE-DPT MICROORG;1010
Composantes;VIE;1010;VIE3;VIE3DP5;VIE-DPT BIO INFO;1010
Composantes;VIE;1010;VIE3;VIE3DP6;VIE-DPT BIOPHYVEG;1010
Composantes;VIE;1010;VIE3;VIE3DP7;VIE-DPT CHIMIE BIO;1010
Composantes;VIE;1010;VIE3;VIE3DP8;VIE-DPT PHY ANI;1010
Composantes;VIE;1010;VIE3;VIE3PLF;VIE-PLATE BIO PED;1010
Composantes;VIE;1010;VIE;VIE5;VIE-FORM NON DIPLOM;1010
Composantes;VIE;1010;VIE5;VIE5PAG;VIE-PREPA AGREG;1010
Composantes;VIE;1010;VIE5;VIE5PCA;VIE-PREPA CAPES;1010
Composantes;VIE;1010;VIE;VIE61;VIE-COLL HERBIER;1010
Composantes;VIE;1010;VIE;VIE62;VIE-COLL JARD BOT;1010
VAL;SATT;1010;VALO;SATT;SATT;1020
VAL;SATT;1010;SATT;X1PAIESAT;REFACT SAL SAT SHS;1020
VAL;IRMA;1010;VALO;IRMA;IRMA;1020
VAL;IRMA;1010;IRMA;X21IRMAPN;IRMA PLAT NL;1020
VAL;ICUB;1010;VALO;ICUB;ICUBE;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB1L;ICUBE PLAT RMNG L;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB1N;ICUBE PLAT RMNG NL;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB2L;ICUBE PLAT SERTIT L;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB2N;ICUBE PLAT SERTIT NL;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB3L;ICUBE PLAT MECA L;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB3N;ICUBE PLAT MECA NL;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB4L;ICUBE PLAT I2MT L;1020
VAL;ICUB;1010;X22ICUBPN;X22ICUB4N;ICUBE PLAT I2MT NL;1020
VAL;ICUB;1010;ICUB;X22ICUBPN;ICUBE PLAT UMR 7357;1020
VAL;SATT;1010;SATT;X2PAIESAT;REFACT SAL SAT SCTI;1020
VAL;EOST;1010;VALO;EOST;EOST;1020
VAL;EOST;1010;EOST;X31EOSTPN;EOT PLAT NL;1020
VAL;OBAS;1010;VALO;OBAS;OBSERVATOIRE;1020
VAL;OBAS;1010;OBAS;X31OBASPN;OBS PLAT NL;1020
VAL;IPHC;1010;VALO;IPHC;IPHC;1020
VAL;IPHC;1010;IPHC;X32IPHCPN;IPHC PLAT NL;1020
VAL;SATT;1010;SATT;X3PAIESAT;REFACT SAL SAT SMTU;1020
VAL;SATT;1010;SATT;X4PAIESAT;REFACT SAL SAT VIV;1020
VAL;SVAL;1010;VALO;SVAL;SERVICE VALO;1020
VAL;SVAL;1010;SVAL;X7AOTL;HEBERG LUCRATIF;1020
VAL;SVAL;1010;SVAL;X7AOTN;HEBERG NON LUCRA;1020
VAL;SVAL;1010;SVAL;X7PLANL;BOUT PLANETARIUM;1020
VAL;SVAL;1010;SVAL;X7PUBLIN;PUBLI MATHS;1020
VAL;CDP;1010;VALO;CDP;CDP;1020
VAL;CDP;1010;CDP;XCDPFL;CDP ACT LUCRA;1020
VAL;CDP;1010;CDP;XCDPFN;CDP ACT NON LUCRA;1020
VAL;SVAL;1010;SVAL;XF1;FONCT GENERAL;1020
VAL;SVAL;1010;SVAL;XF2;BREVETS ET LICENCE;1020
VAL;SVAL;1010;SVAL;XF3;RETOUR PROP.INT.;1020
VAL;SVAL;1010;SVAL;XFAAS;FONDS AUTO ASSURAN;1020
VAL;SVAL;1010;SVAL;XFAMORN;AMORT;1020
VAL;SVAL;1010;SVAL;XFIMPOL;PAIEMENT IMPOT;1020
VAL;SVAL;1010;SVAL;XPRO;PROJETS SAIC;1020
VAL;SVAL;1010;SVAL;XRELSATN;RETOURS SATT;1020
VAL;SVAL;1010;SVAL;XRETOURN;GESTION SAIC;1020
VAL;SVAL;1010;SVAL;XSAICN;ACT DIV SAIC;1020
Services Centraux;DPC;1010;SCX;DPC;DPC;1020
Services Centraux;DPC;1010;DPC;DPCFCT;DPC-FONCTIONNEMENT;1010
Services Centraux;DPC;1010;DPC;DPCOP;DPC-OPERATIONS
